extension,percentage,total
e61377,9.026924608028366e-07,2
o61377,9.026924608028366e-07,2
e61378,9.026924608028366e-07,2
o61378,9.026924608028366e-07,2
e61379,9.026924608028366e-07,2
o61379,9.026924608028366e-07,2
e61380,9.026924608028366e-07,2
o61380,9.026924608028366e-07,2
e61381,9.026924608028366e-07,2
o61381,9.026924608028366e-07,2
e61382,9.026924608028366e-07,2
o61382,9.026924608028366e-07,2
e61383,9.026924608028366e-07,2
o61383,9.026924608028366e-07,2
e61384,9.026924608028366e-07,2
o61384,9.026924608028366e-07,2
e61385,9.026924608028366e-07,2
o61385,9.026924608028366e-07,2
e61386,9.026924608028366e-07,2
o61386,9.026924608028366e-07,2
e61387,4.513462304014183e-07,1
o61387,9.026924608028366e-07,2
e61388,9.026924608028366e-07,2
o61388,9.026924608028366e-07,2
e61389,9.026924608028366e-07,2
o61389,9.026924608028366e-07,2
e61390,9.026924608028366e-07,2
o61390,9.026924608028366e-07,2
e61391,9.026924608028366e-07,2
o61391,9.026924608028366e-07,2
e61392,9.026924608028366e-07,2
o61392,9.026924608028366e-07,2
e61393,9.026924608028366e-07,2
o61393,9.026924608028366e-07,2
e61394,4.513462304014183e-07,1
o61394,9.026924608028366e-07,2
e61395,4.513462304014183e-07,1
o61395,9.026924608028366e-07,2
e61396,4.513462304014183e-07,1
o61396,9.026924608028366e-07,2
e61397,4.513462304014183e-07,1
o61397,9.026924608028366e-07,2
e61398,9.026924608028366e-07,2
o61398,9.026924608028366e-07,2
e61399,4.513462304014183e-07,1
o61399,9.026924608028366e-07,2
e61400,4.513462304014183e-07,1
o61400,9.026924608028366e-07,2
e61401,4.513462304014183e-07,1
o61401,9.026924608028366e-07,2
e61402,4.513462304014183e-07,1
o61402,9.026924608028366e-07,2
e61403,4.513462304014183e-07,1
o61403,9.026924608028366e-07,2
e61404,4.513462304014183e-07,1
o61404,9.026924608028366e-07,2
e61405,4.513462304014183e-07,1
o61405,9.026924608028366e-07,2
e61406,4.513462304014183e-07,1
o61406,9.026924608028366e-07,2
e61407,4.513462304014183e-07,1
o61407,9.026924608028366e-07,2
e61408,4.513462304014183e-07,1
o61408,9.026924608028366e-07,2
e61409,4.513462304014183e-07,1
o61409,9.026924608028366e-07,2
e61410,4.513462304014183e-07,1
o61410,9.026924608028366e-07,2
e61411,4.513462304014183e-07,1
o61411,9.026924608028366e-07,2
e58722,4.513462304014183e-07,1
o58722,4.513462304014183e-07,1
e58724,4.513462304014183e-07,1
o58724,4.513462304014183e-07,1
e58725,4.513462304014183e-07,1
o58725,4.513462304014183e-07,1
e58726,4.513462304014183e-07,1
o58726,4.513462304014183e-07,1
e58727,4.513462304014183e-07,1
o58727,4.513462304014183e-07,1
e58730,4.513462304014183e-07,1
e59187,4.513462304014183e-07,1
o58730,4.513462304014183e-07,1
o59187,4.513462304014183e-07,1
e58728,4.513462304014183e-07,1
o58728,4.513462304014183e-07,1
e58729,4.513462304014183e-07,1
o58729,4.513462304014183e-07,1
e58733,4.513462304014183e-07,1
e59188,4.513462304014183e-07,1
o58733,4.513462304014183e-07,1
o59188,4.513462304014183e-07,1
e58731,4.513462304014183e-07,1
o58731,4.513462304014183e-07,1
e58732,4.513462304014183e-07,1
o58732,4.513462304014183e-07,1
e58736,4.513462304014183e-07,1
e59189,4.513462304014183e-07,1
o58736,4.513462304014183e-07,1
o59189,4.513462304014183e-07,1
e58734,4.513462304014183e-07,1
o58734,4.513462304014183e-07,1
e58735,4.513462304014183e-07,1
o58735,4.513462304014183e-07,1
e58737,4.513462304014183e-07,1
o58737,4.513462304014183e-07,1
e58738,4.513462304014183e-07,1
o58738,4.513462304014183e-07,1
e58739,4.513462304014183e-07,1
o58739,4.513462304014183e-07,1
e58740,4.513462304014183e-07,1
o58740,4.513462304014183e-07,1
e58741,4.513462304014183e-07,1
o58741,4.513462304014183e-07,1
e58742,4.513462304014183e-07,1
o58742,4.513462304014183e-07,1
e58743,4.513462304014183e-07,1
o58743,4.513462304014183e-07,1
e58744,4.513462304014183e-07,1
o58744,4.513462304014183e-07,1
e58745,4.513462304014183e-07,1
o58745,4.513462304014183e-07,1
e58748,4.513462304014183e-07,1
e59190,4.513462304014183e-07,1
o58748,4.513462304014183e-07,1
o59190,4.513462304014183e-07,1
e58746,4.513462304014183e-07,1
o58746,4.513462304014183e-07,1
e58747,4.513462304014183e-07,1
o58747,4.513462304014183e-07,1
e58751,4.513462304014183e-07,1
e59191,4.513462304014183e-07,1
o58751,4.513462304014183e-07,1
o59191,4.513462304014183e-07,1
e58749,4.513462304014183e-07,1
o58749,4.513462304014183e-07,1
e58750,4.513462304014183e-07,1
o58750,4.513462304014183e-07,1
e58752,4.513462304014183e-07,1
o58752,4.513462304014183e-07,1
e58753,4.513462304014183e-07,1
o58753,4.513462304014183e-07,1
e58754,4.513462304014183e-07,1
o58754,4.513462304014183e-07,1
e58755,4.513462304014183e-07,1
o58755,4.513462304014183e-07,1
e58756,4.513462304014183e-07,1
o58756,4.513462304014183e-07,1
e58757,4.513462304014183e-07,1
o58757,4.513462304014183e-07,1
e58758,4.513462304014183e-07,1
o58758,4.513462304014183e-07,1
e58759,4.513462304014183e-07,1
o58759,4.513462304014183e-07,1
e58760,4.513462304014183e-07,1
o58760,4.513462304014183e-07,1
e58763,4.513462304014183e-07,1
e59192,4.513462304014183e-07,1
o58763,4.513462304014183e-07,1
o59192,4.513462304014183e-07,1
e58761,4.513462304014183e-07,1
o58761,4.513462304014183e-07,1
e58762,4.513462304014183e-07,1
o58762,4.513462304014183e-07,1
e58766,4.513462304014183e-07,1
e59193,4.513462304014183e-07,1
o58766,4.513462304014183e-07,1
o59193,4.513462304014183e-07,1
e58764,4.513462304014183e-07,1
o58764,4.513462304014183e-07,1
e58765,4.513462304014183e-07,1
o58765,4.513462304014183e-07,1
e58768,4.513462304014183e-07,1
o58768,4.513462304014183e-07,1
e58769,4.513462304014183e-07,1
o58769,4.513462304014183e-07,1
e58767,4.513462304014183e-07,1
e59194,4.513462304014183e-07,1
o58767,4.513462304014183e-07,1
o59194,4.513462304014183e-07,1
e58771,4.513462304014183e-07,1
o58771,4.513462304014183e-07,1
e58772,4.513462304014183e-07,1
o58772,4.513462304014183e-07,1
e58770,4.513462304014183e-07,1
e59195,4.513462304014183e-07,1
o58770,4.513462304014183e-07,1
o59195,4.513462304014183e-07,1
e58774,4.513462304014183e-07,1
o58774,4.513462304014183e-07,1
e58775,4.513462304014183e-07,1
o58775,4.513462304014183e-07,1
e58773,4.513462304014183e-07,1
e59196,4.513462304014183e-07,1
o58773,4.513462304014183e-07,1
o59196,4.513462304014183e-07,1
e58776,4.513462304014183e-07,1
o58776,4.513462304014183e-07,1
e58777,4.513462304014183e-07,1
o58777,4.513462304014183e-07,1
e58778,4.513462304014183e-07,1
o58778,4.513462304014183e-07,1
e58779,4.513462304014183e-07,1
o58779,4.513462304014183e-07,1
e58781,4.513462304014183e-07,1
o58781,4.513462304014183e-07,1
e58783,4.513462304014183e-07,1
o58783,4.513462304014183e-07,1
e58784,4.513462304014183e-07,1
o58784,4.513462304014183e-07,1
e58782,4.513462304014183e-07,1
e59197,4.513462304014183e-07,1
o58782,4.513462304014183e-07,1
o59197,4.513462304014183e-07,1
e58786,4.513462304014183e-07,1
o58786,4.513462304014183e-07,1
e58787,4.513462304014183e-07,1
o58787,4.513462304014183e-07,1
e58785,4.513462304014183e-07,1
e59198,4.513462304014183e-07,1
o58785,4.513462304014183e-07,1
o59198,4.513462304014183e-07,1
e58788,4.513462304014183e-07,1
o58788,4.513462304014183e-07,1
e58789,4.513462304014183e-07,1
o58789,4.513462304014183e-07,1
e58790,4.513462304014183e-07,1
o58790,4.513462304014183e-07,1
e58791,4.513462304014183e-07,1
o58791,4.513462304014183e-07,1
e58792,4.513462304014183e-07,1
o58792,4.513462304014183e-07,1
e58793,4.513462304014183e-07,1
o58793,4.513462304014183e-07,1
e58794,4.513462304014183e-07,1
o58794,4.513462304014183e-07,1
e58795,4.513462304014183e-07,1
o58795,4.513462304014183e-07,1
e58796,4.513462304014183e-07,1
o58796,4.513462304014183e-07,1
e58798,4.513462304014183e-07,1
o58798,4.513462304014183e-07,1
e58799,4.513462304014183e-07,1
o58799,4.513462304014183e-07,1
e58797,4.513462304014183e-07,1
e59199,4.513462304014183e-07,1
o58797,4.513462304014183e-07,1
o59199,4.513462304014183e-07,1
e58800,4.513462304014183e-07,1
o58800,4.513462304014183e-07,1
e58801,4.513462304014183e-07,1
o58801,4.513462304014183e-07,1
e58802,4.513462304014183e-07,1
o58802,4.513462304014183e-07,1
e58803,4.513462304014183e-07,1
o58803,4.513462304014183e-07,1
e58804,4.513462304014183e-07,1
o58804,4.513462304014183e-07,1
e58805,4.513462304014183e-07,1
o58805,4.513462304014183e-07,1
e58806,4.513462304014183e-07,1
o58806,4.513462304014183e-07,1
e58807,4.513462304014183e-07,1
o58807,4.513462304014183e-07,1
e58808,4.513462304014183e-07,1
o58808,4.513462304014183e-07,1
e58809,4.513462304014183e-07,1
o58809,4.513462304014183e-07,1
e58810,4.513462304014183e-07,1
o58810,4.513462304014183e-07,1
e58811,4.513462304014183e-07,1
o58811,4.513462304014183e-07,1
e36363,4.513462304014183e-07,1
o36363,4.513462304014183e-07,1
e36365,4.513462304014183e-07,1
o36365,4.513462304014183e-07,1
e36366,9.026924608028366e-07,2
e62665,4.513462304014183e-07,1
o36366,9.026924608028366e-07,2
o62665,4.513462304014183e-07,1
e62601,4.513462304014183e-07,1
o62601,4.513462304014183e-07,1
e36368,4.513462304014183e-07,1
o36368,4.513462304014183e-07,1
e36371,4.513462304014183e-07,1
e62448,4.513462304014183e-07,1
o36371,4.513462304014183e-07,1
o62448,4.513462304014183e-07,1
e36369,4.513462304014183e-07,1
o36369,4.513462304014183e-07,1
e36370,4.513462304014183e-07,1
o36370,4.513462304014183e-07,1
e36373,1.354038691204255e-06,3
e62666,4.513462304014183e-07,1
o36373,1.354038691204255e-06,3
o62666,4.513462304014183e-07,1
e62603,4.513462304014183e-07,1
o62603,4.513462304014183e-07,1
e62676,4.513462304014183e-07,1
o62676,4.513462304014183e-07,1
e36376,9.026924608028366e-07,2
o36376,9.026924608028366e-07,2
e62604,4.513462304014183e-07,1
o62604,4.513462304014183e-07,1
e36375,4.513462304014183e-07,1
o36375,4.513462304014183e-07,1
e36378,4.513462304014183e-07,1
o36378,4.513462304014183e-07,1
e36379,4.513462304014183e-07,1
o36379,4.513462304014183e-07,1
e36380,4.513462304014183e-07,1
o36380,4.513462304014183e-07,1
e36381,9.026924608028366e-07,2
e62667,4.513462304014183e-07,1
o36381,9.026924608028366e-07,2
o62667,4.513462304014183e-07,1
e62606,4.513462304014183e-07,1
o62606,4.513462304014183e-07,1
e36383,4.513462304014183e-07,1
o36383,4.513462304014183e-07,1
e36386,1.354038691204255e-06,3
e62451,1.354038691204255e-06,3
o36386,1.354038691204255e-06,3
o62451,1.354038691204255e-06,3
e62607,4.513462304014183e-07,1
o62607,4.513462304014183e-07,1
e62677,4.513462304014183e-07,1
o62677,4.513462304014183e-07,1
e36389,9.026924608028366e-07,2
e62452,9.026924608028366e-07,2
o36389,9.026924608028366e-07,2
o62452,9.026924608028366e-07,2
e62608,4.513462304014183e-07,1
o62608,4.513462304014183e-07,1
e36388,4.513462304014183e-07,1
o36388,4.513462304014183e-07,1
e36391,1.354038691204255e-06,3
e62520,1.354038691204255e-06,3
o36391,1.354038691204255e-06,3
o62520,1.354038691204255e-06,3
e62609,4.513462304014183e-07,1
o62609,4.513462304014183e-07,1
e62678,4.513462304014183e-07,1
o62678,4.513462304014183e-07,1
e36393,9.026924608028366e-07,2
o36393,9.026924608028366e-07,2
e36394,4.513462304014183e-07,1
o36394,4.513462304014183e-07,1
e62679,4.513462304014183e-07,1
o62679,4.513462304014183e-07,1
e36396,9.026924608028366e-07,2
e62668,4.513462304014183e-07,1
o36396,9.026924608028366e-07,2
o62668,4.513462304014183e-07,1
e62611,4.513462304014183e-07,1
o62611,4.513462304014183e-07,1
e36398,4.513462304014183e-07,1
o36398,4.513462304014183e-07,1
e36401,1.354038691204255e-06,3
e62454,1.354038691204255e-06,3
o36401,1.354038691204255e-06,3
o62454,1.354038691204255e-06,3
e62612,4.513462304014183e-07,1
o62612,4.513462304014183e-07,1
e62680,4.513462304014183e-07,1
o62680,4.513462304014183e-07,1
e36404,1.354038691204255e-06,3
e62455,1.354038691204255e-06,3
o36404,1.354038691204255e-06,3
o62455,1.354038691204255e-06,3
e62613,4.513462304014183e-07,1
o62613,4.513462304014183e-07,1
e62681,4.513462304014183e-07,1
o62681,4.513462304014183e-07,1
e36407,9.026924608028366e-07,2
e62456,9.026924608028366e-07,2
e62669,4.513462304014183e-07,1
o36407,9.026924608028366e-07,2
o62456,9.026924608028366e-07,2
o62669,4.513462304014183e-07,1
e62614,4.513462304014183e-07,1
o62614,4.513462304014183e-07,1
e36406,4.513462304014183e-07,1
o36406,4.513462304014183e-07,1
e36410,9.026924608028366e-07,2
o36410,9.026924608028366e-07,2
e62615,4.513462304014183e-07,1
o62615,4.513462304014183e-07,1
e36409,4.513462304014183e-07,1
e62521,4.513462304014183e-07,1
o36409,4.513462304014183e-07,1
o62521,4.513462304014183e-07,1
e36412,1.354038691204255e-06,3
e62670,4.513462304014183e-07,1
o36412,1.354038691204255e-06,3
o62670,4.513462304014183e-07,1
e62616,4.513462304014183e-07,1
o62616,4.513462304014183e-07,1
e62682,4.513462304014183e-07,1
o62682,4.513462304014183e-07,1
e36415,4.513462304014183e-07,1
o36415,4.513462304014183e-07,1
e36416,4.513462304014183e-07,1
o36416,4.513462304014183e-07,1
e36414,4.513462304014183e-07,1
e62459,4.513462304014183e-07,1
o36414,4.513462304014183e-07,1
o62459,4.513462304014183e-07,1
e36418,9.026924608028366e-07,2
e62671,4.513462304014183e-07,1
o36418,9.026924608028366e-07,2
o62671,4.513462304014183e-07,1
e62618,4.513462304014183e-07,1
o62618,4.513462304014183e-07,1
e36417,4.513462304014183e-07,1
e62460,4.513462304014183e-07,1
o36417,4.513462304014183e-07,1
o62460,4.513462304014183e-07,1
e36420,4.513462304014183e-07,1
o36420,4.513462304014183e-07,1
e36422,4.513462304014183e-07,1
o36422,4.513462304014183e-07,1
e36424,1.354038691204255e-06,3
o36424,1.354038691204255e-06,3
e62620,4.513462304014183e-07,1
o62620,4.513462304014183e-07,1
e62683,4.513462304014183e-07,1
o62683,4.513462304014183e-07,1
e36427,4.513462304014183e-07,1
o36427,4.513462304014183e-07,1
e36428,4.513462304014183e-07,1
o36428,4.513462304014183e-07,1
e36426,4.513462304014183e-07,1
e62462,4.513462304014183e-07,1
o36426,4.513462304014183e-07,1
o62462,4.513462304014183e-07,1
e36430,9.026924608028366e-07,2
e62672,4.513462304014183e-07,1
o36430,9.026924608028366e-07,2
o62672,4.513462304014183e-07,1
e62622,4.513462304014183e-07,1
o62622,4.513462304014183e-07,1
e36429,4.513462304014183e-07,1
e62463,4.513462304014183e-07,1
o36429,4.513462304014183e-07,1
o62463,4.513462304014183e-07,1
e36432,1.354038691204255e-06,3
o36432,1.354038691204255e-06,3
e62623,4.513462304014183e-07,1
o62623,4.513462304014183e-07,1
e62684,4.513462304014183e-07,1
o62684,4.513462304014183e-07,1
e36435,4.513462304014183e-07,1
o36435,4.513462304014183e-07,1
e36436,4.513462304014183e-07,1
o36436,4.513462304014183e-07,1
e36437,4.513462304014183e-07,1
o36437,4.513462304014183e-07,1
e36439,9.026924608028366e-07,2
e62673,4.513462304014183e-07,1
o36439,9.026924608028366e-07,2
o62673,4.513462304014183e-07,1
e62625,4.513462304014183e-07,1
o62625,4.513462304014183e-07,1
e36438,4.513462304014183e-07,1
e62464,4.513462304014183e-07,1
o36438,4.513462304014183e-07,1
o62464,4.513462304014183e-07,1
e36442,9.026924608028366e-07,2
e62674,4.513462304014183e-07,1
o36442,9.026924608028366e-07,2
o62674,4.513462304014183e-07,1
e62626,4.513462304014183e-07,1
o62626,4.513462304014183e-07,1
e36441,4.513462304014183e-07,1
e62465,4.513462304014183e-07,1
o36441,4.513462304014183e-07,1
o62465,4.513462304014183e-07,1
e36445,9.026924608028366e-07,2
e62675,4.513462304014183e-07,1
o36445,9.026924608028366e-07,2
o62675,4.513462304014183e-07,1
e62627,4.513462304014183e-07,1
o62627,4.513462304014183e-07,1
e36444,4.513462304014183e-07,1
e62466,4.513462304014183e-07,1
o36444,4.513462304014183e-07,1
o62466,4.513462304014183e-07,1
e36447,1.354038691204255e-06,3
o36447,1.354038691204255e-06,3
e62628,4.513462304014183e-07,1
o62628,4.513462304014183e-07,1
e62685,4.513462304014183e-07,1
o62685,4.513462304014183e-07,1
e36450,4.513462304014183e-07,1
o36450,4.513462304014183e-07,1
e36451,4.513462304014183e-07,1
o36451,4.513462304014183e-07,1
e36452,4.513462304014183e-07,1
o36452,4.513462304014183e-07,1
e58632,4.513462304014183e-07,1
o58632,4.513462304014183e-07,1
e58634,4.513462304014183e-07,1
o58634,4.513462304014183e-07,1
e58635,4.513462304014183e-07,1
o58635,4.513462304014183e-07,1
e58636,4.513462304014183e-07,1
o58636,4.513462304014183e-07,1
e58637,4.513462304014183e-07,1
o58637,4.513462304014183e-07,1
e58638,4.513462304014183e-07,1
o58638,4.513462304014183e-07,1
e58639,4.513462304014183e-07,1
o58639,4.513462304014183e-07,1
e58640,4.513462304014183e-07,1
o58640,4.513462304014183e-07,1
e58643,4.513462304014183e-07,1
e59200,4.513462304014183e-07,1
o58643,4.513462304014183e-07,1
o59200,4.513462304014183e-07,1
e58641,4.513462304014183e-07,1
o58641,4.513462304014183e-07,1
e58642,4.513462304014183e-07,1
o58642,4.513462304014183e-07,1
e58646,4.513462304014183e-07,1
e59201,4.513462304014183e-07,1
o58646,4.513462304014183e-07,1
o59201,4.513462304014183e-07,1
e58644,4.513462304014183e-07,1
o58644,4.513462304014183e-07,1
e58645,4.513462304014183e-07,1
o58645,4.513462304014183e-07,1
e58647,4.513462304014183e-07,1
o58647,4.513462304014183e-07,1
e58648,4.513462304014183e-07,1
o58648,4.513462304014183e-07,1
e58649,4.513462304014183e-07,1
o58649,4.513462304014183e-07,1
e58650,4.513462304014183e-07,1
o58650,4.513462304014183e-07,1
e58651,4.513462304014183e-07,1
o58651,4.513462304014183e-07,1
e58652,4.513462304014183e-07,1
o58652,4.513462304014183e-07,1
e58653,4.513462304014183e-07,1
o58653,4.513462304014183e-07,1
e58654,4.513462304014183e-07,1
o58654,4.513462304014183e-07,1
e58655,4.513462304014183e-07,1
o58655,4.513462304014183e-07,1
e58656,4.513462304014183e-07,1
o58656,4.513462304014183e-07,1
e58657,4.513462304014183e-07,1
o58657,4.513462304014183e-07,1
e58658,4.513462304014183e-07,1
o58658,4.513462304014183e-07,1
e58661,4.513462304014183e-07,1
e59202,4.513462304014183e-07,1
o58661,4.513462304014183e-07,1
o59202,4.513462304014183e-07,1
e58659,4.513462304014183e-07,1
o58659,4.513462304014183e-07,1
e58660,4.513462304014183e-07,1
o58660,4.513462304014183e-07,1
e58662,4.513462304014183e-07,1
o58662,4.513462304014183e-07,1
e58663,4.513462304014183e-07,1
o58663,4.513462304014183e-07,1
e58664,4.513462304014183e-07,1
o58664,4.513462304014183e-07,1
e58665,4.513462304014183e-07,1
o58665,4.513462304014183e-07,1
e58666,4.513462304014183e-07,1
o58666,4.513462304014183e-07,1
e58667,4.513462304014183e-07,1
o58667,4.513462304014183e-07,1
e58668,4.513462304014183e-07,1
o58668,4.513462304014183e-07,1
e58669,4.513462304014183e-07,1
o58669,4.513462304014183e-07,1
e58670,4.513462304014183e-07,1
o58670,4.513462304014183e-07,1
e58671,4.513462304014183e-07,1
o58671,4.513462304014183e-07,1
e58672,4.513462304014183e-07,1
o58672,4.513462304014183e-07,1
e58673,4.513462304014183e-07,1
o58673,4.513462304014183e-07,1
e58674,4.513462304014183e-07,1
o58674,4.513462304014183e-07,1
e58675,4.513462304014183e-07,1
o58675,4.513462304014183e-07,1
e58676,4.513462304014183e-07,1
o58676,4.513462304014183e-07,1
e58678,4.513462304014183e-07,1
o58678,4.513462304014183e-07,1
e58679,4.513462304014183e-07,1
o58679,4.513462304014183e-07,1
e58677,4.513462304014183e-07,1
e59203,4.513462304014183e-07,1
o58677,4.513462304014183e-07,1
o59203,4.513462304014183e-07,1
e58681,4.513462304014183e-07,1
o58681,4.513462304014183e-07,1
e58682,4.513462304014183e-07,1
o58682,4.513462304014183e-07,1
e58680,4.513462304014183e-07,1
e59204,4.513462304014183e-07,1
o58680,4.513462304014183e-07,1
o59204,4.513462304014183e-07,1
e58683,4.513462304014183e-07,1
o58683,4.513462304014183e-07,1
e58684,4.513462304014183e-07,1
o58684,4.513462304014183e-07,1
e58685,4.513462304014183e-07,1
o58685,4.513462304014183e-07,1
e58686,4.513462304014183e-07,1
o58686,4.513462304014183e-07,1
e58687,4.513462304014183e-07,1
o58687,4.513462304014183e-07,1
e58688,4.513462304014183e-07,1
o58688,4.513462304014183e-07,1
e58689,4.513462304014183e-07,1
o58689,4.513462304014183e-07,1
e58691,4.513462304014183e-07,1
o58691,4.513462304014183e-07,1
e58693,4.513462304014183e-07,1
o58693,4.513462304014183e-07,1
e58694,4.513462304014183e-07,1
o58694,4.513462304014183e-07,1
e58692,4.513462304014183e-07,1
