extension,percentage,total
e54327,9.026924608028366e-07,2
o54327,9.026924608028366e-07,2
e54328,9.026924608028366e-07,2
o54328,9.026924608028366e-07,2
e54329,9.026924608028366e-07,2
o54329,9.026924608028366e-07,2
e54210,9.026924608028366e-07,2
o54210,9.026924608028366e-07,2
e54211,9.026924608028366e-07,2
o54211,9.026924608028366e-07,2
e54212,9.026924608028366e-07,2
o54212,9.026924608028366e-07,2
e54213,9.026924608028366e-07,2
o54213,9.026924608028366e-07,2
e54330,9.026924608028366e-07,2
o54330,9.026924608028366e-07,2
e54331,9.026924608028366e-07,2
o54331,9.026924608028366e-07,2
e54332,9.026924608028366e-07,2
o54332,9.026924608028366e-07,2
e54623,9.026924608028366e-07,2
o54623,9.026924608028366e-07,2
e54624,9.026924608028366e-07,2
o54624,9.026924608028366e-07,2
e54459,9.026924608028366e-07,2
o54459,9.026924608028366e-07,2
e54333,9.026924608028366e-07,2
o54333,9.026924608028366e-07,2
e54334,9.026924608028366e-07,2
o54334,9.026924608028366e-07,2
e54335,9.026924608028366e-07,2
o54335,9.026924608028366e-07,2
e54336,9.026924608028366e-07,2
o54336,9.026924608028366e-07,2
e54214,9.026924608028366e-07,2
o54214,9.026924608028366e-07,2
e54215,9.026924608028366e-07,2
o54215,9.026924608028366e-07,2
e54216,9.026924608028366e-07,2
o54216,9.026924608028366e-07,2
e54217,9.026924608028366e-07,2
o54217,9.026924608028366e-07,2
e54337,9.026924608028366e-07,2
o54337,9.026924608028366e-07,2
e54338,9.026924608028366e-07,2
o54338,9.026924608028366e-07,2
e54339,9.026924608028366e-07,2
o54339,9.026924608028366e-07,2
e54636,9.026924608028366e-07,2
o54636,9.026924608028366e-07,2
e54625,9.026924608028366e-07,2
o54625,9.026924608028366e-07,2
e54626,9.026924608028366e-07,2
o54626,9.026924608028366e-07,2
e54340,9.026924608028366e-07,2
o54340,9.026924608028366e-07,2
e54341,9.026924608028366e-07,2
o54341,9.026924608028366e-07,2
e54342,9.026924608028366e-07,2
o54342,9.026924608028366e-07,2
e54343,9.026924608028366e-07,2
o54343,9.026924608028366e-07,2
e54218,9.026924608028366e-07,2
o54218,9.026924608028366e-07,2
e54219,9.026924608028366e-07,2
o54219,9.026924608028366e-07,2
e54220,9.026924608028366e-07,2
o54220,9.026924608028366e-07,2
e54221,9.026924608028366e-07,2
o54221,9.026924608028366e-07,2
e54460,9.026924608028366e-07,2
o54460,9.026924608028366e-07,2
e54461,9.026924608028366e-07,2
o54461,9.026924608028366e-07,2
e54344,9.026924608028366e-07,2
o54344,9.026924608028366e-07,2
e54637,9.026924608028366e-07,2
o54637,9.026924608028366e-07,2
e54638,9.026924608028366e-07,2
o54638,9.026924608028366e-07,2
e54627,9.026924608028366e-07,2
o54627,9.026924608028366e-07,2
e54345,9.026924608028366e-07,2
o54345,9.026924608028366e-07,2
e54462,9.026924608028366e-07,2
o54462,9.026924608028366e-07,2
e54463,9.026924608028366e-07,2
o54463,9.026924608028366e-07,2
e54346,9.026924608028366e-07,2
o54346,9.026924608028366e-07,2
e54222,9.026924608028366e-07,2
o54222,9.026924608028366e-07,2
e54223,9.026924608028366e-07,2
o54223,9.026924608028366e-07,2
e54224,9.026924608028366e-07,2
o54224,9.026924608028366e-07,2
e54225,9.026924608028366e-07,2
o54225,9.026924608028366e-07,2
e54347,9.026924608028366e-07,2
o54347,9.026924608028366e-07,2
e54464,9.026924608028366e-07,2
o54464,9.026924608028366e-07,2
e54465,9.026924608028366e-07,2
o54465,9.026924608028366e-07,2
e54639,9.026924608028366e-07,2
o54639,9.026924608028366e-07,2
e54640,9.026924608028366e-07,2
o54640,9.026924608028366e-07,2
e54641,9.026924608028366e-07,2
o54641,9.026924608028366e-07,2
e54348,9.026924608028366e-07,2
o54348,9.026924608028366e-07,2
e54349,9.026924608028366e-07,2
o54349,9.026924608028366e-07,2
e54466,9.026924608028366e-07,2
o54466,9.026924608028366e-07,2
e54467,9.026924608028366e-07,2
o54467,9.026924608028366e-07,2
e54226,9.026924608028366e-07,2
o54226,9.026924608028366e-07,2
e54227,9.026924608028366e-07,2
o54227,9.026924608028366e-07,2
e54228,9.026924608028366e-07,2
o54228,9.026924608028366e-07,2
e54229,9.026924608028366e-07,2
o54229,9.026924608028366e-07,2
e54468,9.026924608028366e-07,2
o54468,9.026924608028366e-07,2
e54469,9.026924608028366e-07,2
o54469,9.026924608028366e-07,2
e54470,9.026924608028366e-07,2
o54470,9.026924608028366e-07,2
e54745,9.026924608028366e-07,2
o54745,9.026924608028366e-07,2
e54642,9.026924608028366e-07,2
o54642,9.026924608028366e-07,2
e54643,9.026924608028366e-07,2
o54643,9.026924608028366e-07,2
e54471,9.026924608028366e-07,2
o54471,9.026924608028366e-07,2
e54472,9.026924608028366e-07,2
o54472,9.026924608028366e-07,2
e54473,9.026924608028366e-07,2
o54473,9.026924608028366e-07,2
e54350,9.026924608028366e-07,2
o54350,9.026924608028366e-07,2
e54230,9.026924608028366e-07,2
o54230,9.026924608028366e-07,2
e54231,9.026924608028366e-07,2
o54231,9.026924608028366e-07,2
e54232,9.026924608028366e-07,2
o54232,9.026924608028366e-07,2
e54233,9.026924608028366e-07,2
o54233,9.026924608028366e-07,2
e54474,9.026924608028366e-07,2
o54474,9.026924608028366e-07,2
e54475,9.026924608028366e-07,2
o54475,9.026924608028366e-07,2
e54476,9.026924608028366e-07,2
o54476,9.026924608028366e-07,2
e54746,9.026924608028366e-07,2
o54746,9.026924608028366e-07,2
e54644,9.026924608028366e-07,2
o54644,9.026924608028366e-07,2
e54645,9.026924608028366e-07,2
o54645,9.026924608028366e-07,2
e54477,9.026924608028366e-07,2
o54477,9.026924608028366e-07,2
e54478,9.026924608028366e-07,2
o54478,9.026924608028366e-07,2
e54479,9.026924608028366e-07,2
o54479,9.026924608028366e-07,2
e54480,9.026924608028366e-07,2
o54480,9.026924608028366e-07,2
e54234,9.026924608028366e-07,2
o54234,9.026924608028366e-07,2
e54235,9.026924608028366e-07,2
o54235,9.026924608028366e-07,2
e54236,9.026924608028366e-07,2
o54236,9.026924608028366e-07,2
e54237,9.026924608028366e-07,2
o54237,9.026924608028366e-07,2
e54481,9.026924608028366e-07,2
o54481,9.026924608028366e-07,2
e54482,9.026924608028366e-07,2
o54482,9.026924608028366e-07,2
e54483,9.026924608028366e-07,2
o54483,9.026924608028366e-07,2
e54765,9.026924608028366e-07,2
o54765,9.026924608028366e-07,2
e54646,9.026924608028366e-07,2
o54646,9.026924608028366e-07,2
e54647,9.026924608028366e-07,2
o54647,9.026924608028366e-07,2
e54484,9.026924608028366e-07,2
o54484,9.026924608028366e-07,2
e54485,9.026924608028366e-07,2
o54485,9.026924608028366e-07,2
e54486,9.026924608028366e-07,2
o54486,9.026924608028366e-07,2
e54487,9.026924608028366e-07,2
o54487,9.026924608028366e-07,2
e54238,9.026924608028366e-07,2
o54238,9.026924608028366e-07,2
e54239,9.026924608028366e-07,2
o54239,9.026924608028366e-07,2
e54240,9.026924608028366e-07,2
o54240,9.026924608028366e-07,2
e54241,9.026924608028366e-07,2
o54241,9.026924608028366e-07,2
e54488,9.026924608028366e-07,2
o54488,9.026924608028366e-07,2
e54489,9.026924608028366e-07,2
o54489,9.026924608028366e-07,2
e54490,9.026924608028366e-07,2
o54490,9.026924608028366e-07,2
e54766,9.026924608028366e-07,2
o54766,9.026924608028366e-07,2
e54747,9.026924608028366e-07,2
o54747,9.026924608028366e-07,2
e54748,9.026924608028366e-07,2
o54748,9.026924608028366e-07,2
e54491,9.026924608028366e-07,2
o54491,9.026924608028366e-07,2
e54492,9.026924608028366e-07,2
o54492,9.026924608028366e-07,2
e54493,9.026924608028366e-07,2
o54493,9.026924608028366e-07,2
e54494,9.026924608028366e-07,2
o54494,9.026924608028366e-07,2
e60888,1.354038691204255e-06,3
o60888,1.8053849216056732e-06,4
e60889,1.354038691204255e-06,3
o60889,1.8053849216056732e-06,4
e60890,1.354038691204255e-06,3
o60890,1.8053849216056732e-06,4
e60891,1.354038691204255e-06,3
o60891,1.8053849216056732e-06,4
e60892,1.354038691204255e-06,3
o60892,1.8053849216056732e-06,4
e60893,1.354038691204255e-06,3
o60893,1.8053849216056732e-06,4
e60894,1.354038691204255e-06,3
o60894,1.8053849216056732e-06,4
e60895,1.354038691204255e-06,3
o60895,1.8053849216056732e-06,4
e60896,1.354038691204255e-06,3
o60896,1.8053849216056732e-06,4
e60897,9.026924608028366e-07,2
o60897,9.026924608028366e-07,2
e61412,1.354038691204255e-06,3
o61412,1.8053849216056732e-06,4
e61413,1.354038691204255e-06,3
o61413,1.8053849216056732e-06,4
e61414,1.354038691204255e-06,3
o61414,1.8053849216056732e-06,4
e61415,1.354038691204255e-06,3
o61415,1.8053849216056732e-06,4
e61416,1.354038691204255e-06,3
o61416,1.8053849216056732e-06,4
e61417,1.354038691204255e-06,3
o61417,1.8053849216056732e-06,4
e61418,1.354038691204255e-06,3
o61418,1.8053849216056732e-06,4
e62100,9.026924608028366e-07,2
o62100,9.026924608028366e-07,2
e62101,9.026924608028366e-07,2
o62101,9.026924608028366e-07,2
e61419,1.354038691204255e-06,3
o61419,1.8053849216056732e-06,4
e61420,1.354038691204255e-06,3
o61420,1.8053849216056732e-06,4
e61421,1.354038691204255e-06,3
o61421,1.8053849216056732e-06,4
e60898,9.026924608028366e-07,2
o60898,9.026924608028366e-07,2
e60899,9.026924608028366e-07,2
o60899,9.026924608028366e-07,2
e60900,9.026924608028366e-07,2
o60900,9.026924608028366e-07,2
e60901,9.026924608028366e-07,2
o60901,9.026924608028366e-07,2
e60902,9.026924608028366e-07,2
o60902,9.026924608028366e-07,2
e60903,9.026924608028366e-07,2
o60903,9.026924608028366e-07,2
e60904,9.026924608028366e-07,2
o60904,9.026924608028366e-07,2
e60905,9.026924608028366e-07,2
o60905,9.026924608028366e-07,2
e60906,9.026924608028366e-07,2
o60906,9.026924608028366e-07,2
e60907,9.026924608028366e-07,2
o60907,9.026924608028366e-07,2
e61422,1.354038691204255e-06,3
o61422,1.8053849216056732e-06,4
e61423,1.354038691204255e-06,3
o61423,1.8053849216056732e-06,4
e61424,1.354038691204255e-06,3
o61424,1.8053849216056732e-06,4
e61425,1.354038691204255e-06,3
o61425,1.8053849216056732e-06,4
e61426,1.354038691204255e-06,3
o61426,1.354038691204255e-06,3
e61427,1.354038691204255e-06,3
o61427,1.354038691204255e-06,3
e61428,1.354038691204255e-06,3
o61428,1.354038691204255e-06,3
e62102,9.026924608028366e-07,2
o62102,9.026924608028366e-07,2
e62103,9.026924608028366e-07,2
o62103,9.026924608028366e-07,2
e61429,1.354038691204255e-06,3
o61429,1.354038691204255e-06,3
e61430,1.354038691204255e-06,3
o61430,1.354038691204255e-06,3
e61431,1.354038691204255e-06,3
o61431,1.354038691204255e-06,3
e60908,9.026924608028366e-07,2
o60908,9.026924608028366e-07,2
e60909,9.026924608028366e-07,2
o60909,9.026924608028366e-07,2
e60910,9.026924608028366e-07,2
o60910,9.026924608028366e-07,2
e60911,9.026924608028366e-07,2
o60911,9.026924608028366e-07,2
e60912,9.026924608028366e-07,2
o60912,9.026924608028366e-07,2
e60913,9.026924608028366e-07,2
o60913,9.026924608028366e-07,2
e60914,9.026924608028366e-07,2
o60914,9.026924608028366e-07,2
e60915,9.026924608028366e-07,2
o60915,9.026924608028366e-07,2
e60916,9.026924608028366e-07,2
o60916,9.026924608028366e-07,2
e60917,9.026924608028366e-07,2
o60917,9.026924608028366e-07,2
e61432,1.354038691204255e-06,3
o61432,1.354038691204255e-06,3
e61433,1.354038691204255e-06,3
o61433,1.354038691204255e-06,3
e61434,1.354038691204255e-06,3
o61434,1.354038691204255e-06,3
e61435,1.354038691204255e-06,3
o61435,1.354038691204255e-06,3
e61436,9.026924608028366e-07,2
o61436,9.026924608028366e-07,2
e61437,9.026924608028366e-07,2
o61437,9.026924608028366e-07,2
e61438,9.026924608028366e-07,2
o61438,9.026924608028366e-07,2
e62104,9.026924608028366e-07,2
o62104,9.026924608028366e-07,2
e62105,9.026924608028366e-07,2
o62105,9.026924608028366e-07,2
e61439,9.026924608028366e-07,2
o61439,9.026924608028366e-07,2
e61440,9.026924608028366e-07,2
o61440,9.026924608028366e-07,2
e61441,9.026924608028366e-07,2
o61441,9.026924608028366e-07,2
e60918,9.026924608028366e-07,2
o60918,9.026924608028366e-07,2
e60919,9.026924608028366e-07,2
o60919,9.026924608028366e-07,2
e60920,9.026924608028366e-07,2
o60920,9.026924608028366e-07,2
e60921,9.026924608028366e-07,2
o60921,9.026924608028366e-07,2
e60922,9.026924608028366e-07,2
o60922,9.026924608028366e-07,2
e60923,9.026924608028366e-07,2
o60923,9.026924608028366e-07,2
e60924,9.026924608028366e-07,2
o60924,9.026924608028366e-07,2
e60925,9.026924608028366e-07,2
o60925,9.026924608028366e-07,2
e60926,9.026924608028366e-07,2
o60926,9.026924608028366e-07,2
e60927,9.026924608028366e-07,2
o60927,9.026924608028366e-07,2
e61442,9.026924608028366e-07,2
o61442,9.026924608028366e-07,2
e61443,9.026924608028366e-07,2
o61443,9.026924608028366e-07,2
e61444,9.026924608028366e-07,2
o61444,9.026924608028366e-07,2
e61445,9.026924608028366e-07,2
o61445,9.026924608028366e-07,2
e61446,9.026924608028366e-07,2
o61446,9.026924608028366e-07,2
e61447,9.026924608028366e-07,2
o61447,9.026924608028366e-07,2
e61448,9.026924608028366e-07,2
o61448,9.026924608028366e-07,2
e62106,9.026924608028366e-07,2
o62106,9.026924608028366e-07,2
e62107,9.026924608028366e-07,2
o62107,9.026924608028366e-07,2
e61449,9.026924608028366e-07,2
o61449,9.026924608028366e-07,2
e61450,9.026924608028366e-07,2
o61450,9.026924608028366e-07,2
e61451,9.026924608028366e-07,2
o61451,9.026924608028366e-07,2
e60928,9.026924608028366e-07,2
o60928,9.026924608028366e-07,2
e60929,9.026924608028366e-07,2
o60929,9.026924608028366e-07,2
e60930,9.026924608028366e-07,2
o60930,9.026924608028366e-07,2
e60931,9.026924608028366e-07,2
o60931,9.026924608028366e-07,2
e60932,9.026924608028366e-07,2
o60932,9.026924608028366e-07,2
e60933,9.026924608028366e-07,2
o60933,9.026924608028366e-07,2
e60934,9.026924608028366e-07,2
o60934,9.026924608028366e-07,2
e60935,9.026924608028366e-07,2
o60935,9.026924608028366e-07,2
e60936,9.026924608028366e-07,2
o60936,9.026924608028366e-07,2
e60937,9.026924608028366e-07,2
o60937,9.026924608028366e-07,2
e61452,9.026924608028366e-07,2
o61452,9.026924608028366e-07,2
e61453,9.026924608028366e-07,2
o61453,9.026924608028366e-07,2
e61454,9.026924608028366e-07,2
o61454,9.026924608028366e-07,2
e61455,9.026924608028366e-07,2
o61455,9.026924608028366e-07,2
e61456,9.026924608028366e-07,2
o61456,9.026924608028366e-07,2
e61457,9.026924608028366e-07,2
o61457,9.026924608028366e-07,2
e61458,9.026924608028366e-07,2
o61458,9.026924608028366e-07,2
e62108,9.026924608028366e-07,2
o62108,9.026924608028366e-07,2
e62109,9.026924608028366e-07,2
o62109,9.026924608028366e-07,2
e61459,9.026924608028366e-07,2
o61459,9.026924608028366e-07,2
e61460,9.026924608028366e-07,2
o61460,9.026924608028366e-07,2
e61461,9.026924608028366e-07,2
o61461,9.026924608028366e-07,2
e60938,9.026924608028366e-07,2
o60938,9.026924608028366e-07,2
e60939,9.026924608028366e-07,2
o60939,9.026924608028366e-07,2
e60940,9.026924608028366e-07,2
o60940,9.026924608028366e-07,2
e60941,9.026924608028366e-07,2
o60941,9.026924608028366e-07,2
e60942,9.026924608028366e-07,2
o60942,9.026924608028366e-07,2
e60943,9.026924608028366e-07,2
o60943,9.026924608028366e-07,2
e60944,9.026924608028366e-07,2
o60944,9.026924608028366e-07,2
e60945,9.026924608028366e-07,2
o60945,9.026924608028366e-07,2
e60946,9.026924608028366e-07,2
o60946,9.026924608028366e-07,2
e60947,9.026924608028366e-07,2
o60947,9.026924608028366e-07,2
e61462,9.026924608028366e-07,2
o61462,9.026924608028366e-07,2
e61463,9.026924608028366e-07,2
o61463,9.026924608028366e-07,2
e61464,9.026924608028366e-07,2
o61464,9.026924608028366e-07,2
e61465,9.026924608028366e-07,2
o61465,9.026924608028366e-07,2
e61466,9.026924608028366e-07,2
o61466,9.026924608028366e-07,2
e61467,9.026924608028366e-07,2
o61467,9.026924608028366e-07,2
e61468,9.026924608028366e-07,2
o61468,9.026924608028366e-07,2
e62110,9.026924608028366e-07,2
o62110,9.026924608028366e-07,2
e62111,9.026924608028366e-07,2
o62111,9.026924608028366e-07,2
e61469,9.026924608028366e-07,2
o61469,9.026924608028366e-07,2
e61470,9.026924608028366e-07,2
o61470,9.026924608028366e-07,2
e61471,9.026924608028366e-07,2
o61471,9.026924608028366e-07,2
e60948,9.026924608028366e-07,2
o60948,9.026924608028366e-07,2
e60949,9.026924608028366e-07,2
o60949,9.026924608028366e-07,2
e60950,9.026924608028366e-07,2
o60950,9.026924608028366e-07,2
e60951,9.026924608028366e-07,2
o60951,9.026924608028366e-07,2
e60952,9.026924608028366e-07,2
o60952,9.026924608028366e-07,2
e60953,9.026924608028366e-07,2
o60953,9.026924608028366e-07,2
e60954,9.026924608028366e-07,2
o60954,9.026924608028366e-07,2
e60955,9.026924608028366e-07,2
o60955,9.026924608028366e-07,2
e60956,9.026924608028366e-07,2
o60956,9.026924608028366e-07,2
e60957,9.026924608028366e-07,2
o60957,9.026924608028366e-07,2
e61472,9.026924608028366e-07,2
o61472,9.026924608028366e-07,2
e61473,9.026924608028366e-07,2
o61473,9.026924608028366e-07,2
e61474,9.026924608028366e-07,2
o61474,9.026924608028366e-07,2
e61475,9.026924608028366e-07,2
o61475,9.026924608028366e-07,2
e61476,9.026924608028366e-07,2
e62156,9.026924608028366e-07,2
e62232,9.026924608028366e-07,2
e62351,9.026924608028366e-07,2
e62467,9.026924608028366e-07,2
e62518,2.2567311520070916e-06,5
e62523,9.026924608028366e-07,2
o61476,9.026924608028366e-07,2
o62156,9.026924608028366e-07,2
o62232,9.026924608028366e-07,2
o62351,9.026924608028366e-07,2
o62467,9.026924608028366e-07,2
o62518,2.2567311520070916e-06,5
o62523,9.026924608028366e-07,2
e61477,9.026924608028366e-07,2
o61477,9.026924608028366e-07,2
e61478,9.026924608028366e-07,2
o61478,9.026924608028366e-07,2
e62112,9.026924608028366e-07,2
o62112,9.026924608028366e-07,2
e62113,9.026924608028366e-07,2
o62113,9.026924608028366e-07,2
e61479,9.026924608028366e-07,2
o61479,9.026924608028366e-07,2
e61480,9.026924608028366e-07,2
o61480,9.026924608028366e-07,2
e61481,9.026924608028366e-07,2
o61481,9.026924608028366e-07,2
e60958,9.026924608028366e-07,2
o60958,9.026924608028366e-07,2
e60959,9.026924608028366e-07,2
o60959,9.026924608028366e-07,2
e60960,9.026924608028366e-07,2
o60960,9.026924608028366e-07,2
e60961,9.026924608028366e-07,2
o60961,9.026924608028366e-07,2
e60962,9.026924608028366e-07,2
o60962,9.026924608028366e-07,2
e60963,9.026924608028366e-07,2
o60963,9.026924608028366e-07,2
e60964,9.026924608028366e-07,2
o60964,9.026924608028366e-07,2
e60965,9.026924608028366e-07,2
o60965,9.026924608028366e-07,2
e60966,9.026924608028366e-07,2
o60966,9.026924608028366e-07,2
e60967,9.026924608028366e-07,2
o60967,9.026924608028366e-07,2
e61482,9.026924608028366e-07,2
o61482,9.026924608028366e-07,2
e61483,9.026924608028366e-07,2
o61483,9.026924608028366e-07,2
e61484,9.026924608028366e-07,2
o61484,9.026924608028366e-07,2
e61485,9.026924608028366e-07,2
o61485,9.026924608028366e-07,2
e61486,9.026924608028366e-07,2
e62157,9.026924608028366e-07,2
o61486,9.026924608028366e-07,2
o62157,9.026924608028366e-07,2
e61487,9.026924608028366e-07,2
o61487,9.026924608028366e-07,2
e61488,9.026924608028366e-07,2
o61488,9.026924608028366e-07,2
e62114,9.026924608028366e-07,2
o62114,9.026924608028366e-07,2
e62115,9.026924608028366e-07,2
o62115,9.026924608028366e-07,2
e61489,9.026924608028366e-07,2
o61489,9.026924608028366e-07,2
e61490,9.026924608028366e-07,2
o61490,9.026924608028366e-07,2
e61491,9.026924608028366e-07,2
o61491,9.026924608028366e-07,2
e60968,9.026924608028366e-07,2
o60968,9.026924608028366e-07,2
e60969,9.026924608028366e-07,2
o60969,9.026924608028366e-07,2
e60970,9.026924608028366e-07,2
o60970,9.026924608028366e-07,2
e60971,9.026924608028366e-07,2
o60971,9.026924608028366e-07,2
e60972,9.026924608028366e-07,2
o60972,9.026924608028366e-07,2
e60973,9.026924608028366e-07,2
o60973,9.026924608028366e-07,2
e60974,9.026924608028366e-07,2
o60974,9.026924608028366e-07,2
e60975,9.026924608028366e-07,2
o60975,9.026924608028366e-07,2
e60976,9.026924608028366e-07,2
o60976,9.026924608028366e-07,2
e60977,9.026924608028366e-07,2
o60977,9.026924608028366e-07,2
e61492,9.026924608028366e-07,2
o61492,9.026924608028366e-07,2
e61493,9.026924608028366e-07,2
o61493,9.026924608028366e-07,2
e61494,9.026924608028366e-07,2
o61494,9.026924608028366e-07,2
e61495,9.026924608028366e-07,2
o61495,9.026924608028366e-07,2
e61496,9.026924608028366e-07,2
o61496,9.026924608028366e-07,2
e61497,9.026924608028366e-07,2
o61497,9.026924608028366e-07,2
e61498,9.026924608028366e-07,2
o61498,9.026924608028366e-07,2
e62116,9.026924608028366e-07,2
o62116,9.026924608028366e-07,2
e62117,9.026924608028366e-07,2
o62117,9.026924608028366e-07,2
e61499,9.026924608028366e-07,2
o61499,9.026924608028366e-07,2
e61500,9.026924608028366e-07,2
o61500,9.026924608028366e-07,2
e61501,9.026924608028366e-07,2
o61501,9.026924608028366e-07,2
e60978,9.026924608028366e-07,2
o60978,9.026924608028366e-07,2
e60979,9.026924608028366e-07,2
o60979,9.026924608028366e-07,2
e60980,9.026924608028366e-07,2
o60980,9.026924608028366e-07,2
e60981,9.026924608028366e-07,2
o60981,9.026924608028366e-07,2
e60982,9.026924608028366e-07,2
o60982,9.026924608028366e-07,2
e60983,9.026924608028366e-07,2
o60983,9.026924608028366e-07,2
e60984,9.026924608028366e-07,2
o60984,9.026924608028366e-07,2
e60985,9.026924608028366e-07,2
o60985,9.026924608028366e-07,2
e60986,9.026924608028366e-07,2
o60986,9.026924608028366e-07,2
e60987,9.026924608028366e-07,2
o60987,9.026924608028366e-07,2
e61502,9.026924608028366e-07,2
o61502,9.026924608028366e-07,2
e61503,9.026924608028366e-07,2
o61503,9.026924608028366e-07,2
e61504,9.026924608028366e-07,2
o61504,9.026924608028366e-07,2
e61505,9.026924608028366e-07,2
o61505,9.026924608028366e-07,2
e61506,9.026924608028366e-07,2
e62158,9.026924608028366e-07,2
o61506,9.026924608028366e-07,2
o62158,9.026924608028366e-07,2
e61507,9.026924608028366e-07,2
o61507,9.026924608028366e-07,2
e61508,9.026924608028366e-07,2
o61508,9.026924608028366e-07,2
e62118,9.026924608028366e-07,2
o62118,9.026924608028366e-07,2
e62119,9.026924608028366e-07,2
o62119,9.026924608028366e-07,2
e61509,9.026924608028366e-07,2
o61509,9.026924608028366e-07,2
e61510,9.026924608028366e-07,2
o61510,9.026924608028366e-07,2
e61511,9.026924608028366e-07,2
o61511,9.026924608028366e-07,2
e60988,9.026924608028366e-07,2
o60988,9.026924608028366e-07,2
e60989,9.026924608028366e-07,2
o60989,9.026924608028366e-07,2
e60990,9.026924608028366e-07,2
o60990,9.026924608028366e-07,2
e60991,9.026924608028366e-07,2
o60991,9.026924608028366e-07,2
e60992,9.026924608028366e-07,2
o60992,9.026924608028366e-07,2
e60993,9.026924608028366e-07,2
o60993,9.026924608028366e-07,2
e60994,9.026924608028366e-07,2
o60994,9.026924608028366e-07,2
e60995,9.026924608028366e-07,2
o60995,9.026924608028366e-07,2
e60996,9.026924608028366e-07,2
o60996,9.026924608028366e-07,2
e60997,9.026924608028366e-07,2
o60997,9.026924608028366e-07,2
e61512,9.026924608028366e-07,2
o61512,9.026924608028366e-07,2
e61513,9.026924608028366e-07,2
o61513,9.026924608028366e-07,2
e61514,9.026924608028366e-07,2
o61514,9.026924608028366e-07,2
e61515,9.026924608028366e-07,2
o61515,9.026924608028366e-07,2
e61516,9.026924608028366e-07,2
o61516,9.026924608028366e-07,2
e61517,9.026924608028366e-07,2
o61517,9.026924608028366e-07,2
e61518,9.026924608028366e-07,2
o61518,9.026924608028366e-07,2
e62120,9.026924608028366e-07,2
o62120,9.026924608028366e-07,2
e62121,9.026924608028366e-07,2
o62121,9.026924608028366e-07,2
e61519,9.026924608028366e-07,2
o61519,9.026924608028366e-07,2
e61520,9.026924608028366e-07,2
o61520,9.026924608028366e-07,2
e61521,9.026924608028366e-07,2
o61521,9.026924608028366e-07,2
e60998,9.026924608028366e-07,2
o60998,9.026924608028366e-07,2
e60999,9.026924608028366e-07,2
o60999,9.026924608028366e-07,2
e61000,9.026924608028366e-07,2
o61000,9.026924608028366e-07,2
e61001,9.026924608028366e-07,2
o61001,9.026924608028366e-07,2
e61002,9.026924608028366e-07,2
o61002,9.026924608028366e-07,2
e61003,9.026924608028366e-07,2
o61003,9.026924608028366e-07,2
e61004,9.026924608028366e-07,2
o61004,9.026924608028366e-07,2
e61005,9.026924608028366e-07,2
o61005,9.026924608028366e-07,2
e61006,9.026924608028366e-07,2
o61006,9.026924608028366e-07,2
e61007,9.026924608028366e-07,2
o61007,9.026924608028366e-07,2
e61522,9.026924608028366e-07,2
o61522,9.026924608028366e-07,2
e61523,9.026924608028366e-07,2
o61523,9.026924608028366e-07,2
e61524,9.026924608028366e-07,2
o61524,9.026924608028366e-07,2
e61525,9.026924608028366e-07,2
o61525,9.026924608028366e-07,2
e61526,9.026924608028366e-07,2
o61526,9.026924608028366e-07,2
e61527,9.026924608028366e-07,2
o61527,9.026924608028366e-07,2
e61528,9.026924608028366e-07,2
o61528,9.026924608028366e-07,2
e62122,9.026924608028366e-07,2
o62122,9.026924608028366e-07,2
e62123,9.026924608028366e-07,2
o62123,9.026924608028366e-07,2
e61529,9.026924608028366e-07,2
o61529,9.026924608028366e-07,2
e61530,9.026924608028366e-07,2
o61530,9.026924608028366e-07,2
e61531,9.026924608028366e-07,2
o61531,9.026924608028366e-07,2
e61008,9.026924608028366e-07,2
o61008,9.026924608028366e-07,2
e61009,9.026924608028366e-07,2
o61009,9.026924608028366e-07,2
e61010,9.026924608028366e-07,2
o61010,9.026924608028366e-07,2
e61011,9.026924608028366e-07,2
o61011,9.026924608028366e-07,2
e61012,9.026924608028366e-07,2
e62096,9.026924608028366e-07,2
e62228,9.026924608028366e-07,2
e62263,9.026924608028366e-07,2
e62354,9.026924608028366e-07,2
o61012,9.026924608028366e-07,2
o62096,9.026924608028366e-07,2
o62228,9.026924608028366e-07,2
o62263,9.026924608028366e-07,2
o62354,9.026924608028366e-07,2
e61013,9.026924608028366e-07,2
e62097,9.026924608028366e-07,2
e62229,9.026924608028366e-07,2
o61013,9.026924608028366e-07,2
o62097,9.026924608028366e-07,2
o62229,9.026924608028366e-07,2
e61014,9.026924608028366e-07,2
o61014,9.026924608028366e-07,2
e61015,9.026924608028366e-07,2
o61015,9.026924608028366e-07,2
e61016,9.026924608028366e-07,2
o61016,9.026924608028366e-07,2
e61017,9.026924608028366e-07,2
o61017,9.026924608028366e-07,2
e61532,9.026924608028366e-07,2
o61532,9.026924608028366e-07,2
e62394,9.026924608028366e-07,2
o62394,9.026924608028366e-07,2
e62256,9.026924608028366e-07,2
o62256,9.026924608028366e-07,2
e61533,9.026924608028366e-07,2
o61533,9.026924608028366e-07,2
e61534,9.026924608028366e-07,2
e62159,9.026924608028366e-07,2
e62233,9.026924608028366e-07,2
o61534,9.026924608028366e-07,2
o62159,9.026924608028366e-07,2
o62233,9.026924608028366e-07,2
e61535,9.026924608028366e-07,2
